Artist,Song,Lyrics
Misho,Saghse Unenq,"
Ժամանակը ձիգ բռնի ոնց պառաշյուտը

Ընգնում ենք մեկա քիչ լարվի, բայց հլը շուտա

Կամ էլ խույեվո տենց մեկը նոր ընգավ

Երբ քաղաքը իրա ձեռը պառաշյուտը կտրվավ


Ծանրությունա երևի, վերևից կանչեց

Ասումա ձյաձյը որը դեմս էր, դոլլար մանրեց

Յաշիկը գազ տվեց, գնաց․․․․․․․․․․․․

Ով հետո ասեց, որ ճանաչում էր թրաշը գծած


Ձյաձյը պարզվումա քահանա, մահանա ման էկող դառած

Գոյատրևում ենք ամեն մեկս մի բանի տարած

Հևում ենք միշտէ, տեղ ունենք ու շտեղ օզումնք Ղարաբաղի թթի արաղից դրդված՝ ջրիկանում ենք


Միառժամանակ խոսում ենք ծանր

Որը սաղս էլ ունենք էտ 2 դերը կա

Մրցակցություն կոչեցյալը ինչքանէ ցույց տանք Յանի բոլորինէ լավը ցանկանում ենք․․․


Խույ Ստէ վիճելիա ապէ սաղս էլ ունենք անցյալ Այսինքն վաղը՝ էսօրվանը, ապագան դարձյալ

Մեր հետ խաղումա, որը ըստ իր տրամադրության Մեկէ դաղումա միտէ սաղսէ ունենք մատյան


Ուր գրառումա ինչ որ մեկը, որ ասում են կյանք

Ես դրա հետ եմ, եթե մեկի համար էտէ տանք

Ես իրա հետ եմ հիմա, սաղսէ ընտրում ենք մեզ

Դու համաձայն ես նախապես ապրես ասում եմ․․․․․․
"
Misho,Mets Tema,"
[Verse 1: Misho]

Ստե անձրևը կարա չոր ըլնի

Լռությունը՝ հառաչող ըլնի

Ընգերդ՝ ոչ մի բան

Թշնամին կարա պաչող ըլնի

Իսկ ով ըլնի

Ով ավել ուզի նալոգ

Կարա նենց ըլնի ցավոտ

Հոկտեմբերի 27...

Վոշըմ գոհ ելի

Մեծացել եմ՝ հեռավոր

Մասիվներս՝ մթավոր

Մի թաուր ու մտավոր

Ոնց որ տոն ըլնի

Նայած՝ ով ըլնի քավոր

Հորինած՝ մի թագավոր

Իմ վիճակը տաք ա որ

Չմրսող ըլնի

Ստե, ասել եմ՝ ծայրահեղ

Մտածելակերպ ա նեղ

Ու հարուստ կերպարներ

Շենքերից՝ անտառներ

Կրթված անկարգներ

Կամ սիրված տականքներ

Թո իմ հետ դե հագնեն

Մեկը՝ զոհ ըլնի

Ստե ինձ հարազատ ա գույնը

Բայց ամեն օրէ նույնն ա

Կա՛մ լոքշ, կամէ թույն ա

Չգիդես դաժե ումն ա

Երբ ինչ-որ մեկը տունն ա

Վրա-վրա իր բուռն ա պահում

Բայց նայի ստե՝ նիհար գիտնական

Բանաստեղծ, նկարիչ կամէ մտավորական՝ լիքը

Ճարպազոհ ոստիկան ու նախարար, գեներալ կամ բարերար

Դու բռնի՛ միտքը

Նույն ինքը

Քաղաք ա էնքան փոքր

Տվել ա մեծ մարդիկ

Ես նստել եմ իրա գոգը

Ես էլ եմ մտահոգ

Բա Սենչոն ա մյուս կարծիքը

Պռոստը սևացնում ա թոքը հիմա:
"
Misho,Esor,"
Aruns kaputa, aristokrat chem

Tanaqa u muga es hipokrat chem

Xapel em et suta chnayac vat chen

Bujelem hmuta kasen gan u pachen

Heriqa ov buta iranc ktam dzez

Andzrev u karkuta daxum mazers

Isk ese nenc chor u tencel aseles

Darelem kanchox, hangist du haseles

Mi vaxt amachox hima beranbac

Organizm em achox kutem liqy harc

Korcrelem havats heshtutyamb

Du unes bayc ha vates

Eshutyamb korcnumen inch tanga

Geshutyamb gravumen erb ban ka

Eutyamb mahanumenq nenc dandax

Veracanq hmarya liqy dagax mez spasuma avax



Inchy vonc karеvory es orna

Ancnumen orer u husanq vaxy norna

Arac ka sxal u chishtеl arelenq

Der vaxy chka ancyalnel varelenq, vare

Inchy vonc karevory es orna

Ancnumen orer u husanq vaxy norna

Arac ka sxal u chishtel arelenq

Der vaxy chka ancyalnel varelenq, vare
"
Misho,Hangistem Tanum,"
Սկսել եմ լիքը բան հանգիստ

Ժպիտով տանել

Ինչքան էլ թեման կարա լինի տհաճ ու ծանր

Համ էլ կյանքա պտի սաղ տենաս

Ու անպայման չի մեկին մեղադրես էտ կարաս

Բայց ես սկսա հանգիստ տանել

Էն ամեն ինչը ինչ կարար սովորաբար ինձ հունից հաներ

Ու հասկացա, որ էնքան էլ երկար չի ժամանակը


Սաղին ասես հանգիստ' ընդհակառակը

Էտ առիթա մի տէ էտքան էլ վատա

Երբ որ դեմինդ անհավատա

Ոչ մի հավատ ո'չ իրան, ո'չ քեզ, ո'չ ինձ

Հույսը դրածա գլորած բոշկին

Իսկ ես հանգիստ եմ տանում

Ամեն օր կուտակվող ավելացվող բեռը թեթեվ եմ պահում

Ես ինձ կողքից եմ նայում, որ մնամ մնայուն

Ես անհանգիստ եմ բա հոգիս մնա ու՞մ

Հլը շատա հում մարդ արարածը

Գնահատումա մենակ պարզ արածը

Գնահատվումա, գնա հատվում են մի տէ ճանապարհդ ուզածդ

Ես հանգիստ եմ տանում դրած մեջքիս

Վերջի էրկու տարում ճղվա մեջից

Հիմա տենում եք իմ ներսը նայի Քանի մարմինս էրկու կեսա

"
Misho,Tsar,"
Մենք ծանոթ ենք վաղուց

Քեզ մանկուց նկատել էի

Իմ սիրած փողոցում

Ագռավներն է պատել էին վերնամասդ

Հասակով արդեն մեծ էիր էն վախտ

Ես էի վռազ ու չանցած՝ էն ժամանակի դասը

Դու կանգնած ես հպարտ

Կապկպված ես՝ անկապ, չսազող, նամռոտ լարերով

Դանակով փորագրած, քեզ սիրում եմ, գրած՝ լատինա տառերով

Հիմա՝ ո՞վ կարևորա անտեսվածա

Դու կհասկանաս էլի նոր ենք սկսե

Պլյուս խորացա, ինչքա՞ն սենց փուլեր ես տեսե

Եթե դու հիմա խոսայիր՝ կլսեի քո տեսածը

Ոնց որ վնասված ես

Գիժ քամին գոռալով, էս քաղաքին հիշացրեց պետքա թափ տալ

Ես եկել եմ մոտդ ինձ շողքդա պետք

Լավէ զրուցում ենք պետքա մոտդ շատ գամ, շատ լավ


(Հա)

Ես ունեմ՝ մի կյանք, դու՝ էրկուսը

Որ պատկերացնենք՝ բազմաձևա ճամփեդ

Մենակ էս՝ անտակտ ավտոբուսը, թող անցնի

Որ իրար լսելով շարունակենք

Իսկ քո հաջորդ կյանքում, եթե չեղար վառելիք կարողա՝ թուղթ լինես

Որի վրա բառերից կկառուցվի՝ կամ երգ, որ կսնի մեզ կամէ հրաման գրվի, որ կսրի մեզ

Կարողա դառնաս աթոռ

Որի վրա պապ ու թոռ ա

Կամէ Մայր աթոռ կողի դրած լիքը փողա

Կամ՝ կարողա տպելու են հենց փող

Լուծելու ես պռոբլեմներ, կամէ ստեղծող

Նայած ո՞վա տիրելու քեզ Կարողա թզբեխ լինես դողացող, բիձու ձեռներում, որպես մի դեղ

Գիտե՞ս կարողա մի դուռ, որ բացում են ու մտնում կյանքի մեջ

Կամ՝ կարողա և դագաղ, որպես վերջ

Մի քիչ խորացումը շատ էր, ժամանակը քիչ

Մեր զրուցը նկարումա քսելով թանաքը՝ գրիչս

Որը հետո ինձ կհարցնի՝ բա հետո ին՞չ

Եսէ ման եմ գալու մյուս թեման, որը դրդիչա

Հիմա՝ երակներս ուռէ, նմանվէ՝ ճյուղերիդ

Տենց լինում ա, երբ՝ քցվում եմ բառի լիճը

Ու թեկուզ մեր զրուցը տխուրոտ էր մի քիչ

Գեղեցիկը, նույնիսկ մի տեսակ հուզիչա (Չէ՞)"
Misho,Jamanaky,"
Որ ժամանակը թանկա քիչ ենք հասկանում մենք

Մենակ որ խթան գա, պատսպառվում ենք

Մեկա պտի ման գանք, մարդա մեր մայթով

Շեղվելը տուգանքա, բուն իմաստով բառի

Մեջս թո լույս վառի' էն ում մեջ համ կա

Էն ով ինձ կարա ասի' հերիքա կանգ առ

Աղաչում եմ մարդ եմ, էտ վախը չարժի լինի

Բոլորից անկախ եմ ու ձախս աջ չի լինի

Ես դասավորված եմ գրքերի նման

Դու կարաս հերթով կարդաս ինձ' գրադարան

Կտենաս որ եսէ պարզ եմ' երբ պարզ են լսում ինձ

Մեջդ ինչ որ բանա փայլում' տենաս ումից

Կփորձեն հանեն հունից, դու դրանից ինձ

Չեմ ուզում սխալ լինեմ էլ հեռու ինձանից լինի

Չհիասթափվեմ քեզանից, նույննէ դու

Իրար համար, կամ ինադու


Ես վռազ չեմ, բայց ժամանակը թարսա մեզ

ՈՒ ես վնաս չեմ, եթե ինձ վնաս չես

Տես, որ ես վռազ չեմ, բայց ժամանակը թարսա մեզ

ՈՒ ես վնաս չեմ, եթե ինձ վնաս չես


Եթե դու մնաս, չես կարա հետ եթաս

Իսկ մեջս ձևա բան փոխես' ինչը շատա խիստ

Ճանաչենք իրար մի քանի հարցերով զուտ

Պարզ ու հեշտ ու վոչմիբան սուտ

Որ դու ուժեղ ես տենում եմ

Հա մեր նմանները դժվար, բայց ներում են

Հա ես դերասան եմ, բեմում եմ

Ով եթե խաղում' շատ անկեղծ դերումա

Նավս լողում, ուր բերումա

Պատճառա պետք ու եթե կա համբերումա

ՈՒ դու ես հիմա մի պատճառ ով գերումա

Իչքան կարամ չզգամ, էտելա' քերումա

Դու մի տեսակ գտար

Էն եսիմ ուրդե թաղած, քար արդեն դառած' սիրտս

Դու քո նավով տար մի տե

Հանկարծ մարդ ես, չմնա գիրկս
"
Misho,Korela Kareli,"
[Verse 1]

Կորելա կարելի․․․ Էս վերջերս զգացի

Ուզում եմ սաղ քարանա մի պահ ցիրկը

Որի մեջ ծնվանք ու լռվանք մի տարիքա գալի Անցյալից ապագա պետքա ձիգ ոտով քայլդ դրվի

Երբ ազդումա ներկան էնքան չի

Համաձայն քեզ ձրի բաց թողի

Իրա հետ տարաձայնություններից հագած ենք ոռի Փոխելու կա այսինքն էս ամեն ինչից նախ․․․․․․

Կորելա կարելի․․․ շողուլի գամ մի հատ

Նախընտրել եմ ճամփա, որն անցած չի ու խառնա Կորելա կարելի․․․խաղացել ես բիլլիարդ

Որ ցրում ես դեմից, հիմա իմնա էտ խաղնա




[Hook։ Misho, Sash]

Կորելա կարելի․․․ եսի՞մ ուր, հենց հիմա հա

Կորելա կարելի․․․ մոխրագույն կադրերից էս

Կորելա կարելի․․․ էնքան հարց կա հիմար

Կորելա կարելի․․․ ենթադրում եմ տեղիցա

Կորելա կարելի․․․ եսի՞մ ուր, հենց հիմա հա

Կորելա կարելի․․․ մոխրագույն կադրերից էս

Կորելա կարելի․․․ էնքան հարց կա հիմար

Կորելա կարելի․․․ որ ենթադրում եմ տեղիցա

Կորելա կարելի․․․ եսի՞մ ուր, հենց հիմա հա

Կորելա կարելի․․․ մոխրագույն կադրերից էս

Կորելա կարելի․․․ էնքան հարց կա հիմար

Կորելա կարելի․․․ որ ենթադրում եմ տեղիցա
"
Misho,Menq,"
Մենք ամեն մեկս ունենք զույգ աչքեր, բայց տարբեր հայացք

Մենք շարժվում ենք ու քայլում, բայց տարբեր ընթացք կա

Լիքը հարց կա, մեր ուզածը նենց ա տարբեր, որ նախանձ են

Հա ուզում են քոնը քանդեն

Քանի դեր, սաղս է խաղում ենք

Մեկ ա քանի դեռ կյանքը մեր աղում ենք

Օր ու տարիներ, մենք իրար դաղում ենք

Չար ու բարիներ, դինջը կատաղում ա։

Մեզինց ով ա օրինակ կամ էլ ով էր մեծ

Հետո խորհուրդ ա թե դանակ, որ խրում էր հեսա վրա֊վրա

Ես հա սրան֊նրան հավատացի

Բայց ժամկետը անցավ, ես էլ պահը զգացի

Հետո գա ու լացի, ինչ անիմաստ ա

Փորձում ես օգնես, նա փորձում ա վնաս տա

Դա փաստ ա

Մենք ուշ ենք սիրում հասկանալ

Պատասխանը թո գան ու ստանան


Մենք համարում ենք պետք ա պարզ ըլնենք

Բայց էնքան բարդ ա անցնում

Խանգարում ա, քչերին ա հանգստացնում

Մենք փորձում ենք, երբ միանգամից չի ստացվում

Կորցնում ենք հույսը, հազվադեպ ենք բացվում

Մենք ագահ ենք, ուզելուց ենքան ենք ուզում

Նախագահ ենք ամեն մեկս համարում մեզ

Վազում դեպի ուր, ոչ էլ որոշում ենք

Վերջը միշտ անդուր, սաղ ճամփին հիշում, փոշմանում ենք

Մենք ուրվական ենք պաղկված իրարից

Բավական ենք հեռացե, նայում ենք հեռվից

Մեկ էլ պահ ենք ման գալի, որ բողոքենք

Մենք մեզնից ենք գոհ, սիրում ենք մեզ նորոգենք

Դավադրում ենք, ինչ որ մի Աստծու

Բայց մեզ մենակ մի բան, մեղքն ա միացնում

Հիացնում են նրանք, ով գտել ա իրան

Մենք բոլորս էակ ենք առանց պատվիրան"
Misho,Cinik,"
Ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ


Երբ որ հարցնում եմ ո՞նց ես

Դու ավելի լավա փորձես տալ դրական պատասխան, թեկուզ սուտ

Բարի օր ձեզ

Էլի ձենը գցելա մի մարդ, ով տանել չի կարոխանում սուք

Չգիտեմ ոնց դուք, բայց ես բոլորի նման չեմ

Սաղ կասեն նույնը, բայց բոլորովին այն չեն

Ինչ կուզենաին իրանցից հարուցել

Գրական բառերով, անբնական մատուցեմ

Կառուցեմ նենց տուն, որդէ ոչէ պատալոկ կա

Չբարձրանամ, իմ մոտ կոխելուա լոմկա

Մոտ գա նա, ով ջոգելա մեջը բան կա

Հորդանան ոչ էղել եմ, էլի անկապ հանգա

Թարսի պեսէ ես չեմ հանգում

Թանկա, ով էժանա, ես չեմ գարգում

Լուրջ բաներից իմ մոտ կարողա ծիծաղ գա

Շատ նեղացող, բնականա քիչ նման կա


Ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Լիքը բան ծաղրելով, բոլորին դատելով

Ես ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Լիքը բան թարգելով, ինքս ինձ դատելով

Ես ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Լիքը բան ծաղրելով, բոլորին դատելով

Ես ցինիկ եմ

Ա ա ա ա ա ա ա ա

Ցինիկ եմ

Լիքը բան թարգելով, ինքս ինձ ծաղրելով

Ես ցինիկ եմ
"
Misho,Shog,"
Անտանելի շոգա ․․․

Հա․․․


Իմ դրոշին չի ով ում ինչնա, ես չունեմ սովորություն

Հիշեմ մաշնի համարները, իմ մոտ չկա էդ թուլությունը

Վաշէ քիչ կա

Ունեմ վատ հիշողություն, մենակ ինչը կարևորա

Ոբշմ լավ հիշողությունա

Ձեռս գրիչ կա, ես էլի մի տէ նստած

Էլի տետրը տանջում եմ, ինձ ասումա հանգստաց

Հոգու ճիչնա, հելա օդ ու տենց լռվա

Եթե էլ ինձ չդզեմ նշանակումա, որ կրվա։

Էս քաղաքը դեղատան ու լոմբարդների քաղաքա

Լիքը առիթներով ջան, լիքը առիթներով քաքա

Վերևները դավաճան, ես ասում եմ հակառակը

Ոշմ քելեք Դիլիջան, ընդէ հովա, ստեղէ տաքա

Այսինքն ՝ շոգա

Շոգա, շոգա, շոգա

Էլ չեմ դիմանում շոգա

Դրանիցէ շոկա․․․


Տակս ասֆալտնա հեղուկ, քրտնածա աղավնին

Նրանիցա, որ արևը միացրելա դալնին

Վերև չես կարում նայես, գլուխդ կախ ու քայլի

Աչքերիդ մեջ մթություն գոնե ճակատդ փայլի։

Խցանում, բթանում, քարավանա մաշնեքի

Ընդէ արանքից հելնող եմ հենց դեմինս աջ թեքի

Ես իմ շողքը, որ գտնեմ լողացող էս նկարում

Ստայանշիկը կասի տեղը, որդե չիէ նկարում։

Սաղ քայլում են մունաթով, լինի հովը, լինի շոգ

Իսկ մարդիկ կաբրիալետ են, որոշները կռիշով

Որոշներին էսքան բառը ոնց որ շատա ու ճնշող

Մոռացա ասեմ

Էս գործը արին Նարը ու Միշոն

Մեկա շոգա, անտանելի շոգա, չեմ դիմանում շոգա

Դրանիցէ շոկա
"
Misho,Orinakeli,"
Բեր, բեր, բեր

Զգույշ, զգույշ, կարմիր լույսա

Սենչոնա`, բիթը


Պասպըռտս Հայաստան Հանրապետություննա

Ծնվելու նոր միչեվ խոր ծերություննա մնալու

Պռոստը մի քանի հատ գումարվի կարա պետք կգա ոնց թե

Դուռտա բաց դե, կարողա էն իմ պատվիրած մուսաներն են դրանց բեր

Էտ հլը հարցա էն էրեկվա բերած ինչն էր չոր դե լվացքը

Խի չհանենք որ, օրինակելի մի ալբոմ 9 հատէ վրիցէ հետո

Ով կարա, մենք ով,  օրինակելի ում ում ունեք էլ

Ձեռով ոչ թե պինցետով հանի փուշդ միջի

Կուշտա փորը ներսը դատարկա իրա ժամը վուշա

Քացով էլ լինի գնա դուռը բաց իրան լաայն  բաց

Սաղս էլ մարդ ենք էտ հլը հարցա կենդանական ենք մեկ-մեկ էլ բարձր

Ոռնալով արդեն չեն էլ բերում տեղը որնա

Ով հիմա ռեպը մի յան դի մարդկության հետ եմ

Սովորելով մեկա անգրագետ են մնում

Դե բա էտ են կոչում ինքնաճանաչում

Ինքնասիրություննա ձեր վրա հաչում չեք է ամաչում

Ձեր տնգած բույսը փդում, չի էլ կանաչում

Ովա ձեզ պաչում պուտանկից բացի, գնա քեզ հեքիաթնա կանչում

Օրինակ ինձ ցույց տու բնօրինակդ ակնհայտա դու հորինած ես

Դատարկություն ես շատ անիմաստա կյանքդ, էլ ում ես պետք դու


Չկան, չկան, չկան կամ էլ քիչ են, դե համէ ինչ են տալի

Չտան, չտան, չտան ուրիշին են ասելու օրինակելի

Չկան, չկան, չկան կամ էլ քիչ են, դե համէ ինչ են տալի

Չտան, չտան, չտան ուրիշին են ասելու օրինակելի
"
Misho,100 Tokos Mug,"
Erevanna, arhestakan ban chka ste bnakanna

Hamadzayn em qicha qaxcry, shaty darna

Xextvox kaptac demqer, vor Avatarna

Jamanaki harca, duxy kreluya, lineluya shat hangarc

Es kexty jreluya, preluya ira chishty xoracox serundy

Aracners mishte mer hamar snunda

“Ape mi hate dzun gar” - mtacuma na ov el djvarel mekin dur ga

Ari du es yan vortev demte andunda

Tenc etum es ur ba?

Nenc hiastapvac em mtqnerin menak txur ban

Ktva izur kam, poxelu em inchy karanam

U pti kul ta asacners ov chhamadzayna

Meke um tam patasxany ete es sxal em?

Karam shur gam dagaxum heto еte chanem inch aseci



Hima taqun nstac еm hetevum sev shusheqi

U ha saxin nayum em, hetevum em

U shertic mgecvac erevuma amen inch

Es mashnums nstac, dzernerums tuxt u grich


Nkarum em, ba ba barerov vortev usumnasirum em

Ha, tenc jamerov, hame usuma

U sirum em nayel ova, incha u inchic

Mot 100 tokosov mug im avtoi mijic

Nkarum em, ba ba barerov vortev usumnasirum em

Ha, tenc jamerov, hame usuma

U sirum em nayel ova, incha u inchic

Mot 100 tokosov mug im avtoi mijic
"
Misho,Mi Te,"
Ես նստած շարժական գույքիս մեջ

Թղթին բառեր եմ նկարում

Երբ հենց ինքս իմ հետ ունեմ վեճ

Նման բաներ եմ կատարում:

Իսկ մի տէ գնումա պատերազմ

Ու ոնց որ վատ երազ`

Երբ մարդկանց քունը չի տանում

Մի տէ էկան գռազ

Մի տէ արին նամազ

Մի տէ գիտեն, թե խաղ են խաղում:

Մի տէ խոստովանում են, սիրում են

Մի տէ խոստովանում են, բայց սուտ

Մի տէ ով ինչ ունի նվիրումա

Մի տէ կարան խլեն դառնան սուրբ:

Ես աչքերս փակեմ ու նայեմ ամպերին

Իմ բարևը տամ ձեզ

Լողալով հասցրեք ու տվեք անտերին

Ով կարիք ունի մեծ:


Մի տէ ուտում են հաց

Մի տէ ուտում` երդում

Մի տէ ուտում են ծեծ

Ու շատերնէ հերթում

Մի տէ գալիսա բախտ

Մի տէ գալիսա ձյուն

Մի տէ կգա մուսսան

Բայց հետո կեթա տուն

Մի տէ, որ խորանաս, մարդ կա երջանիկա

Մի տէ էլ խորանաս, բայց կրված ենք ծնվում

Մի տէ չմեծացան, մեկա տուն-տունիկա

Մի տէ վռազեցին` ծերացան, տենց կրվում

Մի տէ հիմա գիշերա

Մի տէ մարդիկ են լույս

Մի տէ արև ու ստվերա

Մի տէ հելել են դուս

Մի տէ հելել են դուս

Ես մի տէ հելել եմ դուս:
"
Misho,Cigan,"
[Տուն 1]

Ինքս ինձ եմ բարև ասում, ու զարթնում եմ

Չրթում եմ բառեր վատ մարսողություն ա

Ինձ պետք են դարեր, միտքս ավարտեմ կամ թարգեմ

Երբ կորի գոնե լսողությունս:

Հիմա ես հպարտ ինչ որ քաղաքացի

Միշտ էլ էդ էինք բնավ, հիմա ճառ ա բացի

Էն փաստից, որ կտրել ենք խոշոր մոլախոտ

Արմատները թողած աճելու են այցի գան

Ես ինձ այցի գամ

Դե գնա թրաշվի, քեզ կարգի բեր

Կանչել են լկտի փարթիներ

Օրը նոր ա սկսել, չնայած տենց վեցոտ ա

Հն կյանքս գնանք անիծենք լյարդի հետ

Վերջացավ դե սկսանք նոր արկածասերիալ

Մաշնեն շպրտել ենք, քայլում ենք Սարյան

Լիքը ռուս կա, կալյան գոռալով հարմարվել են

Մերոնք են զանգում, որ ասեն սաղ արվել ա:


[Կրկներգ]

Հիմա ոնց որ ցիգան մի տեղից մյուս

Ինչ որ մի բան, ինձ տնից հանում ա դուս

Թալանում ա անխնա, ինչ ես կյանքը պահել ա

Կարող ա չտա, բայց կայֆը դա էլ ա հիմա:

Հիմա ոնց որ ցիգան մի տեղից մյուս

Ինչ որ մի բան, ինձ տնից հանում ա դուս

Թալանում ա անխնա, ինչ ես կյանքը պահել ա

Կարող ա չտա, բայց կայֆը դա էլ ա հիմա:
"
Misho,Banaliz,"
[Տուն 1]

Արդեն ասել եմ

Որ ծնվում ենք կրված ու մեռնում ենք կռված

Հավերժը՝ էդ մի բառա, որ մնումա առեղծված

Մենքէ կուտը լավ կերած, զկրտում ու անտեսում ենք

Որ էքուց կարանք մեռած հայտնվենք

Ու ան՝ տես ում ենք, ինչ տվէ՝ վերցրածի դիմաց

Ինքս ինձ եմ էս հարցով դառէ տհաճ

Բայց ամեն օրվա գինը տես, կնկատես գնաճ

Հարբած ճակատագիրը մեկէ որոշումա կարճ

Փորձել եմ, հետս չի ուզում հաշվի նստել

Ականջ արեք՝ թափառական աշուղի չէ

Բայց հինը հարգող ոմնի

Ով ապագայի հետ քննարկող, ներկային չամռվող

Սաղ քցումա նրան՝ ով բռնի։


[Կրկներգ]

Ընդունենք սա բԱնալիզա

ԲԱնալիզա, բԱնալիզա

Ընդունենք սա բԱնալիզա

ԲԱնալիզա, բԱնալիզա

Ընդունենք սա բԱնալիզա

ԲԱնալիզա, բԱնալիզա

Ընդունենք սա բԱնալիզա

ԲԱնալիզա, բԱնալիզա
"
Misho,Yete Irar Lsenq,"
Երբ որ հանգիստ ա

Գալիս են անհանգիստ բառեր

Ստե ինձ կանչել են նոտաներ

Իրանց հետ տանեն

Չգիտեմ ու ես չեմ էլ հարցնում

Թվում ա նկատում են

Երբ որ բան եմ թաքցնում

Ոտերիս եմ հագցնում կիսակեղտոտ բոթասներս

Եղանակ, դու նեղացել ես, ոնց որ չյո-տը թարսվել ես

Անհանգիստ են հարցերս, որ փոքրուց չունեն վախ

Բայց չափը հասկանում են ինձանից էլ անկախ

Կգա կեղտոտ անձրև, մաքուր մարդկանց վրա

Իրանց կրակից կպի ապե, ոչ թե հանգցրա

Սենց գոռում եմ բոլորին, իսկ բոլորը նենց լքված

Լուռ նայում են երեսիս, հա ու տենց է կմնանք

Ու թեկուզ լինի հարգանք, հիշի որ պղտորող են

Տենց մարդիկ կան՝ տականք, օգնում ա, երբ չուզող են

Խորհուրդները անտեսող են՝ բառերի մեջ կա թուք

Կուզեին լինի արդյունք, բայց դե ստացվում ա արցունք

Եթե իրար լսենք, փորձի մի հատ, լուսնի նման կիսվենք

Օձի նման իրար որ չկպնենք, ոչ մեկս է խայթող չենք

Որտև քանդելուց հետո էլ սուտ ա, սարքող չենք

Եթե իրար լսենք, փորձի մի հատ, կարիք ունենք կիսվենք

Օձի նման իրար որ չկպնենք, ոչ մեկս է խայթող չենք

Որտև քանդելուց հետո էլ սուտ ա, սարքող չենք

Եթե իրար լսենք՝ կարող ա պարզվի որ խլացել ենք

Որտև սաղ որտեղ պետք չի խոսում են, բացել ա

Կայծակ, քամի ու փոթորիկ

Նենց փոշի եք բարձրացրե, իրար մեջ է կոտորիք

Ախր կան որոշ մարդիկ, սպասում են

Իրանց պտի լսենք, իրանք է լուռ ոնց ձյունը

Գիտեմ կհամբերեն, բայց անկարծիք շուխուռ ա էթում

Իսկ մենք մի բուռ ենք, քել բռով ծափահարենք

Եթե լսենք իրար՝ բաներ կպարզվի

Մի հատ նստենք իրար դիմաց

Ու քանդվի էն բարձր պատը, որը կառուցում ենք կատաղած

Նստում ենք տակը, կամ վրով անցում ենք կատարում

Եթե լռենք՝ ուրեմն կլսենք, շները էդ սովից ա, որ հաչում են

Նույնն էլ մենք, որտև չկա մտքի սնունդ, խնջույք ա, մեկ էլ պարն ա

Էկել ա մի հատ սերունդ, որի փամփուշտը տառն ա

Եթե իրար լսենք, փորձի մի հատ, լուսնի նման կիսվենք

Օձի նման իրար որ չկպնենք, ոչ մեկս է խայթող չենք

Որտև քանդելուց հետո էլ սուտ ա, սարքող չենք
"
Misho,I’m Lezun,"
Իմ մոտ ամեն ինչ խառն ա

Համտեսել եմ դառն ա կյանքը...

Դրա համար ժպիտս սառն ա կյանքս

Ոշմեկ չի տվէ թևեր ինձ ՝ հիշի՛..

Էնքան եմ խոսալու մինչև լեզուս մաշի, տաշի..

Ես իմ թևերը աճացրել եմ ինքս

Դիրքս ՝ իշքանե ՀԱՅ ՏՂԵՔ-ն ա հիմքս

Ինչս լսել ես հլը կեսն ա

Անունս գիտես, էդ ինձ հերիք ա

Էդ իմ վեսն ա..

Որտև իմ լեզուն երբ որ շարում ա

Դեմինս կամ կզում, կամ ՝ խոնարհվում ա

Նայած ոնց ա լսում

Զուտ, պատահական, դրսում թե Merc-ում ա լսում

Բասսավիկ ա կիսում

Ես՝ ասում, ինչ-որ մեկը ՝ հակասում

Բացատրում եմ միանգամից չեմ վնասում

Էս դասում, ձեզ կօգնի դասատուն

Մտքումս շարում եմ, քշելով հասա տուն:


Սենց.. սենց.. սենց.. սենց..

Հենց սենց ա խոսում իմ լեզուն

Հայկական ռէպի պարտեզում:

Սենց.. սենց.. սենց.. սենց..

Հենց սենց ա խոսում իմ լեզուն

Հայկական ռէպի պարտեզում:

Սենց.. սենց.. սենց.. սենց..

Ախր սենց ա խոսում իմ լեզուն

Հայկական ռէպի պարտեզում:

Սենց.. սենց.. սենց.. սենց..

Հենց սենց ա խոսում իմ լեզուն

Հայկական ռէպի պարտեզում:
"
